Date,Close/Last,Volume,Open,High,Low
5/13/21,190.56,132554773,200.52,202.15,186.55
5/12/21,196.63,101470960,200.83,206.8,195.59
5/11/21,205.73,139511714,199.75,209.03,198.53
5/10/21,209.68,94177269,221.63,221.68,209.2
5/7/21,224.12,70407517,221.93,230,220.07
5/6/21,221.18,83353868,226.92,227.01,216.67
5/5/21,223.65,65705677,227.02,228.43,222.45
5/4/21,224.53,89217969,226.31,227.82,219.23
5/3/21,228.3,81129428,234.6,235.33,226.83
4/30/21,236.48,122276172,222.53,238.49,222.05
4/29/21,225.67,86536359,233.17,234.08,222.83
4/28/21,231.47,66813157,232.14,236.17,231.2
4/27/21,234.91,88311009,239.32,241.33,234.45
4/26/21,246.07,93115509,247,249.77,244.2
4/23/21,243.13,85241679,239.93,245.79,238.49
4/22/21,239.9,106770791,247.17,251.26,239.35
4/21/21,248.04,93646539,234.92,248.28,232.67
4/20/21,239.66,106827131,239.14,245.75,236.9
4/19/21,238.21,119058702,239.87,241.8,230.6
4/16/21,246.59,83938598,242.88,249.8,241.53
4/15/21,246.28,83546708,247.7,247.9,240.44
4/14/21,244.08,147052305,256.9,260.26,242.68
4/13/21,254.11,133958443,237.57,254.33,236.89
4/12/21,233.99,87407019,228.57,234.93,227.36
4/9/21,225.67,64311276,225.92,226.99,223.14
4/8/21,227.93,71772997,225.79,229.85,223.88
4/7/21,223.66,78928298,229,230.46,222.61
4/6/21,230.54,84815528,230.1,232.18,227.12
4/5/21,230.35,125528323,235.9,236.05,228.23
4/1/21,220.58,105895151,229.46,230.81,219.81
3/31/21,222.64,100011880,215.54,224,213.7
3/30/21,211.87,118297092,200.58,212.55,197
3/29/21,203.76,85910979,205.21,205.49,198.67
3/26/21,206.24,101558500,213.96,214.61,199.96
3/25/21,213.46,117674562,204.33,215.17,203.17
3/24/21,210.09,101385520,222.64,222.67,210.04
3/23/21,220.72,91475619,225.26,225.93,219.17
3/22/21,223.33,118536672,228.2,233.21,222.92
3/19/21,218.29,128681953,215.53,219.08,208.21
3/18/21,217.72,100107070,228.1,229.74,217.33
3/17/21,233.94,121117362,218.96,234.58,217
3/16/21,225.63,96587020,234.45,235.97,223.67
3/15/21,235.98,88270449,231.36,237.73,228.01
3/12/21,231.24,100751530,223.33,231.63,222.05
3/11/21,233.2,108761681,233.13,234.17,225.73
3/10/21,222.69,181817028,233.43,239.28,218.35
3/9/21,224.53,202570010,202.73,226.03,198.4
3/8/21,187.67,155360896,200.18,206.71,186.26
3/5/21,199.32,268189407,208.69,209.28,179.83
3/4/21,207.15,197758610,218.6,291.31,200
3/3/21,217.73,90623889,229.33,233.57,217.24
3/2/21,228.81,71196487,239.43,240.37,228.33
3/1/21,239.48,81408728,230.04,290.67,228.35
2/26/21,225.17,123267522,233.33,235.57,219.84
2/25/21,227.41,117071592,242.05,245.74,223.53
2/24/21,247.34,110300861,237.28,248.33,231.39
2/23/21,232.95,199820660,220.71,237.87,206.33
2/22/21,238.17,111809171,254.21,256.17,236.73
2/19/21,260.43,56874786,265,265.6,259.12
2/18/21,262.46,53871185,260.3,264.9,258.76
2/17/21,266.05,78236708,259.7,266.61,254
2/16/21,265.41,59406966,272.67,273.67,264.15
2/12/21,272.04,71304937,267.09,272.44,261.78
2/11/21,270.55,64868256,270.81,276.63,267.24
2/10/21,268.27,108648281,281.21,281.61,266.67
2/9/21,283.15,45472955,285.04,286.6,280.58
2/8/21,287.81,60485166,289.89,292.59,284.92
2/5/21,284.08,55699926,281.67,288.26,279.66
2/4/21,283.33,47437985,285,285.5,277.81
2/3/21,284.9,55030536,292.34,292.69,284.35
2/2/21,290.93,73038637,281.56,293.5,280.73
2/1/21,279.94,76174178,271.43,280.67,265.19
1/29/21,264.51,104972260,276.67,280.8,260.03
1/28/21,278.48,79134158,273.33,282.67,267
1/27/21,288.05,82001888,290.12,297.17,286.22
1/26/21,294.36,69394807,297.13,298.63,290.53
1/25/21,293.6,123520212,285,300.13,279.61
1/22/21,282.21,60199506,278.1,282.67,276.21
1/21/21,281.66,61794396,285,285.24,280.47
1/20/21,283.48,76997648,286.25,286.5,279.09
1/19/21,281.52,76100948,279.27,283.33,277.67
1/15/21,275.39,116332812,284,286.63,273.03
1/14/21,281.67,93798999,281.13,287.67,279.58
1/13/21,284.8,99937510,284.25,286.82,277.33
1/12/21,283.15,138812174,277,289.33,275.78
1/11/21,270.4,178662468,283.13,284.81,267.87
1/8/21,293.34,225166613,285.33,294.83,279.46
1/7/21,272.01,154496865,259.21,272.33,258.4
1/6/21,251.99,134099923,252.83,258,249.7
1/5/21,245.04,96735520,241.22,246.95,239.73
1/4/21,243.26,145914585,239.82,248.16,239.06
12/31/20,235.22,148949805,233.33,239.57,230.37
12/30/20,231.59,128538073,224,232.2,222.79
12/29/20,222,68732437,220.33,223.3,218.33
12/28/20,221.23,96835690,224.84,227.13,220.27
12/24/20,220.59,68596717,214.33,222.03,213.67
12/23/20,215.33,99518920,210.73,217.17,207.52
12/22/20,213.45,155584936,216,216.63,204.74
12/21/20,216.62,174135797,222.08,222.83,215.36
12/18/20,231.67,666378667,222.97,231.67,209.51
12/17/20,218.63,168810437,209.4,219.61,206.5
12/16/20,207.59,126287443,209.41,210.83,201.67
12/15/20,211.08,135670694,214.43,215.63,207.93
12/14/20,213.28,156121966,206.33,214.25,203.4
12/11/20,203.33,139424924,205,208,198.93
12/10/20,209.02,201249470,191.46,209.25,188.78
12/9/20,201.49,213873591,217.9,218.11,196
12/8/20,216.63,192795109,208.5,217.09,206.17
12/7/20,213.92,168929147,201.64,216.26,201.02
12/4/20,199.68,88203939,197,199.68,195.17
12/3/20,197.79,127656013,196.67,199.66,194.14
12/2/20,189.61,143326964,185.48,190.51,180.4
12/1/20,194.92,121148502,199.2,199.28,190.68
11/30/20,189.2,189009169,200.74,202.6,184.84
11/27/20,195.25,112683251,193.72,199.59,192.82
11/25/20,191.33,146790495,183.35,191.33,181.79
11/24/20,185.13,160945486,180.13,186.66,175.4
11/23/20,173.95,150780915,167.83,175.33,167.26
11/20/20,163.2,98735770,166,167.5,163.02
11/19/20,166.42,187426069,164,169.54,162.52
11/18/20,162.21,234132083,149.45,165.33,147.83
11/17/20,147.2,183564858,153.39,154,144.34
11/16/20,136.03,80515928,136.31,137.48,134.7
11/13/20,136.17,59491056,136.95,137.51,133.89
11/12/20,137.25,59821506,138.35,141,136.51
11/11/20,139.04,52073165,138.82,139.57,136.86
11/10/20,136.79,90852669,140.03,140.03,132.01
11/9/20,140.42,104499100,146.5,150.83,140.33
11/6/20,143.32,65118037,145.37,145.52,141.43
11/5/20,146.03,85243569,142.77,146.67,141.33
11/4/20,140.33,96429190,143.54,145.13,139.03
11/3/20,141.3,103055170,136.58,142.59,135.56
11/2/20,133.5,87063369,131.33,135.66,130.77
10/30/20,129.35,127762933,135.63,135.86,126.37
10/29/20,136.94,67965937,136.65,139.35,135.49
10/28/20,135.34,76354238,138.83,139.53,135.33
10/27/20,141.56,68059537,141.25,143.5,140.03
10/26/20,140.09,84717488,137.21,141.92,136.67
10/23/20,140.21,101150950,140.61,140.96,135.79
10/22/20,141.93,119979582,147.31,148.41,141.5
10/21/20,140.88,97111390,140.9,144.32,140.42
10/20/20,140.65,94968879,143.92,143.92,139.68
10/19/20,143.61,108863531,148.75,149,142.96
10/16/20,146.56,98327650,151.48,151.98,146.28
10/15/20,149.63,107017061,150.1,152.19,147.5
10/14/20,153.77,144136184,149.93,155.3,149.12
10/13/20,148.88,103391020,147.78,149.63,145.53
10/12/20,147.43,116373402,147.33,149.58,146.19
10/9/20,144.67,86776989,143.38,144.86,142.15
10/8/20,141.97,121263372,146.15,146.33,141.77
10/7/20,141.77,129383143,139.96,143.3,137.95
10/6/20,137.99,147438795,141.26,142.93,135.35
10/5/20,141.89,134168383,141.12,144.55,139.78
10/2/20,138.36,214290111,140.46,146.38,138.33
10/1/20,149.39,152224365,146.92,149.63,144.81
9/30/20,143,144436724,140.44,144.64,140.16
9/29/20,139.69,151024215,138.67,142.83,137.2
9/28/20,140.4,149158695,141.54,142.69,138.52
9/25/20,135.78,201625400,131.16,136.24,130.43
9/24/20,129.26,289683209,121.27,133.17,117.1
9/23/20,126.79,285222569,135.05,137.38,125.29
9/22/20,141.41,238742424,143.2,145.92,139.2
9/21/20,149.8,328430433,151.04,151.89,135.69
9/18/20,147.38,259220486,149.31,150.33,142.93
9/17/20,141.14,230337503,138.53,145.93,136
9/16/20,147.25,217640302,146.62,152.6,145.1
9/15/20,149.92,291894719,145.52,153.98,143.57
9/14/20,139.87,249061855,126.98,140,124.43
9/11/20,124.24,182152398,127.31,127.5,120.17
9/10/20,123.78,254791855,128.74,133,120.19
9/9/20,122.09,238397334,118.87,123,113.84
9/8/20,110.07,346397135,118.67,122.91,109.96
9/4/20,139.44,330965733,134.27,142.67,124.01
9/3/20,135.67,262788296,135.74,143.93,134
9/2/20,149.12,288528419,159.66,159.68,135.04
9/1/20,158.35,270358287,167.38,167.5,156.84
8/31/20,166.11,355123236,148.2,166.71,146.7
8/28/20,147.56,301217549,153.01,154.57,145.77
8/27/20,149.25,355395422,145.36,153.04,142.83
8/26/20,143.54,213590593,137.33,144.4,136.91
8/25/20,134.89,159883270,131.66,135.2,131.2
8/24/20,134.28,300954150,141.75,141.93,128.5
8/21/20,136.67,322343239,136.32,139.7,135
8/20/20,133.46,309176845,124.05,134.8,123.8
8/19/20,125.24,183079858,124.33,127.4,122.75
8/18/20,125.81,247117226,126.6,128.26,123.01
8/17/20,122.38,303634648,111.8,123.06,111.52
8/14/20,110.05,188664056,111,111.25,108.44
8/13/20,108.07,306379497,107.4,110.08,104.48
8/12/20,103.65,328482286,98,105.67,95.67
8/11/20,91.63,129387445,93.07,94.67,91
8/10/20,94.57,112833904,96.53,97.17,92.39
8/7/20,96.85,133446233,99.97,99.98,94.33
8/6/20,99.31,89884650,99.39,101.15,98.48
8/5/20,99,74670188,99.53,99.99,97.89
8/4/20,99.13,126224787,99.67,101.83,97.47
8/3/20,99,132140124,96.61,100.65,96.29
7/31/20,95.38,183704308,101,101.14,94.73
7/30/20,99.17,114315528,99.2,100.88,98.07
7/29/20,99.94,141403324,100.07,102.32,99.13
7/28/20,98.43,237130381,100.27,104.31,98.29
7/27/20,102.64,240729930,95.67,103.2,94.2
7/24/20,94.47,290949155,94.4,97.67,91.1
7/23/20,100.87,364927318,111.93,112.6,98.72
7/22/20,106.16,212416094,106.6,108.43,104.13
7/21/20,104.56,242359079,109.33,111.67,103.87
7/20/20,109.53,256820422,101.27,110,99.2
7/17/20,100.06,139949510,100.9,102.5,99.33
7/16/20,100.04,214511743,98.48,102.11,97.73
7/15/20,103.07,245517327,102.87,103.33,97.13
7/14/20,101.12,351271924,103.73,106,95.4
7/13/20,99.8,584780108,110.6,119.67,98.07
7/10/20,102.98,350063075,93.07,103.26,91.73
7/9/20,92.95,175763912,93.13,93.9,90.09
7/8/20,91.06,244669528,93.67,94.48,87.42
7/7/20,92.66,322344739,93.67,95.3,89.11
7/6/20,91.44,308547746,85.11,91.85,84.4
7/2/20,80.58,258751671,81.43,81.87,79.04
7/1/20,74.64,199903400,72.2,75.69,72.03
6/30/20,71.99,253777373,67.1,72.51,66.92
6/29/20,67.29,135395992,64.6,67.33,63.23
6/26/20,63.98,132823554,66.32,66.33,63.66
6/25/20,65.73,138818166,63.62,65.73,62.48
6/24/20,64.06,164393768,66.27,66.73,63.54
6/23/20,66.79,95479017,66.59,67.47,66.27
6/22/20,66.29,95435202,66.66,67.26,66
6/19/20,66.73,130196170,67.52,67.73,66.09
6/18/20,66.93,146278967,66.87,67.95,66.3
6/17/20,66.12,148361926,65.85,67,65.5
6/16/20,65.48,210766095,67.46,67.53,64.16
6/15/20,66.06,235457582,61.19,66.59,60.57
6/12/20,62.35,251450424,65.33,65.87,60.84
6/11/20,64.86,238747081,66.01,67.93,64.8
6/10/20,68.34,278451011,66.13,68.5,65.5
6/9/20,62.71,170822165,62.67,63.63,61.6
6/8/20,63.33,212620844,61.27,63.33,60.61
6/5/20,59.04,117178696,58.52,59.1,57.75
6/4/20,57.63,133315628,59.33,59.72,57.23
6/3/20,58.86,119241975,59.21,59.86,58.67
6/2/20,58.77,203483898,59.65,60.58,58.07
6/1/20,59.87,226279387,57.2,59.93,56.94
5/29/20,55.67,177187261,53.92,55.67,53.61
5/28/20,53.72,109136555,54.23,54.98,53.45
5/27/20,54.68,173242863,54.72,55.18,52.33
5/26/20,54.59,121345979,55.63,55.64,54.38
5/22/20,54.46,149812050,54.81,55.45,54.13
5/21/20,55.17,183818608,54.4,55.5,53.07
5/20/20,54.37,109639010,54.7,55.07,54.12
5/19/20,53.87,144547758,54.34,54.8,53.74
5/18/20,54.24,175471412,55.19,55.65,53.59
5/15/20,53.28,157776371,52.69,53.67,52.44
5/14/20,53.56,205232747,52,53.56,50.93
5/13/20,52.73,285982207,54.72,55.07,50.89
5/12/20,53.96,238603531,55.13,56.22,53.87
5/11/20,54.09,247793876,52.7,54.93,52.33
5/8/20,54.63,241951229,52.92,54.93,52.47
5/7/20,52,172915264,51.81,53.09,51.49
5/6/20,52.17,166848367,51.77,52.65,50.74
5/5/20,51.21,254874773,52.65,53.26,50.81
5/4/20,50.75,288556206,46.73,50.8,46.53
5/1/20,46.75,487976906,50.33,51.52,45.54
4/30/20,52.13,427077536,57.01,57.99,50.9
4/29/20,53.37,243239578,52.68,53.55,52.21
4/28/20,51.27,228329286,53.04,53.67,50.45
4/27/20,53.25,310221445,49.17,53.3,49
4/24/20,48.34,198564051,47.39,48.72,46.55
4/23/20,47.04,198550401,48.51,48.93,46.88
4/22/20,48.81,213372343,46.93,48.93,45.91
4/21/20,45.78,303136198,48.67,50.22,44.92
4/20/20,49.76,221195439,48.85,51.04,47.48
4/17/20,50.26,196923352,51.49,51.66,49.84
4/16/20,49.68,309867745,47.8,50.63,47.11
4/15/20,48.66,353654823,49.47,50.21,47.33
4/14/20,47.33,458647421,46.6,49.46,46.16
4/13/20,43.4,337131131,39.34,43.47,38.7
4/9/20,38.2,204749898,37.47,38.35,37.14
4/8/20,36.59,189840205,36.95,37.15,35.56
4/7/20,36.36,268796566,36.33,37.67,35.49
4/6/20,34.42,223527488,34.08,34.73,33.2
4/3/20,32,338431031,33.97,34.37,31.23
4/2/20,30.3,297876301,32.07,32.95,29.76
4/1/20,32.1,200297600,33.6,34.26,31.67
3/31/20,34.93,266572217,33.42,36.2,33.13
3/30/20,33.48,179970960,34.02,34.44,32.75
3/27/20,34.29,215661042,33.67,35.05,32.94
3/26/20,35.21,261331069,36.49,37.33,34.15
3/25/20,35.95,318341091,36.35,37.13,34.07
3/24/20,33.67,343427378,31.82,34.25,31.6
3/23/20,28.95,246818127,28.91,29.47,27.37
3/20/20,28.5,424282288,29.21,31.8,28.39
3/19/20,28.51,452931674,24.98,30.13,23.9
3/18/20,24.08,356792222,25.93,26.99,23.37
3/17/20,28.68,359918520,29.33,31.46,26.4
3/16/20,29.67,307341746,31.3,32.99,29.48
3/13/20,36.44,339603580,39.67,40.5,33.47
3/12/20,37.37,283635608,38.73,39.63,36.42
3/11/20,42.28,201203749,42.68,43.57,40.87
3/10/20,43.02,233916483,43.96,44.53,40.53
3/9/20,40.53,256105972,40.36,44.2,40.33
3/6/20,46.9,189943705,46,47.13,45.62
3/5/20,48.3,162789819,48.25,49.72,47.87
3/4/20,49.97,225734587,50.93,51.1,48.32
3/3/20,49.7,386759807,53.67,53.8,47.74
3/2/20,49.57,302924699,47.42,49.58,45.78
2/28/20,44.53,368462366,41.98,46.03,40.77
2/27/20,45.27,364157218,48.67,49.32,44.6
2/26/20,51.92,212307494,52.17,54.22,51.74
2/25/20,53.33,259357070,56.6,57.11,52.47
2/24/20,55.59,227882286,55.93,57.57,54.81
2/21/20,60.07,215091642,60.47,60.87,58.7
2/20/20,59.96,264523218,60.8,60.8,57.33
2/19/20,61.16,381344209,61.57,62.99,60.07
2/18/20,57.23,250475425,56.11,57.33,55.49
2/14/20,53.34,235405532,52.48,54.2,52.37
2/13/20,53.6,394340053,49.46,54.53,49
2/12/20,51.15,180336960,51.86,52.65,50.89
2/11/20,51.63,175461962,51.25,52.23,50.53
2/10/20,51.42,370337215,53.33,54.67,50.16
2/7/20,49.87,255952672,48.7,51.32,48.67
2/6/20,49.93,598210951,46.66,53.06,45.8
2/5/20,48.98,726357237,54.88,56.4,46.94
2/4/20,59.14,914080943,58.86,64.6,55.59
2/3/20,52,708502146,44.91,52.41,44.9
1/31/20,43.37,235788932,42.67,43.53,42.17
1/30/20,42.72,435084982,42.16,43.39,41.2
1/29/20,38.73,273249913,38.38,39.32,37.83
1/28/20,37.79,176827262,37.9,38.45,37.21
1/27/20,37.2,204120948,36.13,37.63,35.95
1/24/20,37.65,215303892,38.04,38.26,36.95
1/23/20,38.15,294765453,37.62,38.8,37.04
1/22/20,37.97,470535215,38.13,39.63,37.27
1/21/20,36.48,267051916,35.35,36.57,35.23
1/17/20,34.03,204435948,33.84,34.38,33.54
1/16/20,34.23,326049587,32.92,34.3,32.81
1/15/20,34.57,260532320,35.32,35.86,34.45
1/14/20,35.86,435920482,36.28,36.49,34.99
1/13/20,34.99,399518050,32.9,35.04,32.8
1/10/20,31.88,194652353,32.12,32.33,31.58
1/9/20,32.09,426947637,33.14,33.25,31.52
1/8/20,32.81,467990616,31.58,33.23,31.22
1/7/20,31.27,273136963,30.76,31.44,30.22
1/6/20,30.1,152362424,29.36,30.1,29.33
1/3/20,29.53,266920367,29.37,30.27,29.13
1/2/20,28.68,143375718,28.3,28.71,28.11
12/31/19,27.89,154386823,27,28.09,26.81
12/30/19,27.65,189018955,28.59,28.6,27.28
12/27/19,28.69,149352330,29,29.02,28.41
12/26/19,28.73,159724270,28.53,28.9,28.42
12/24/19,28.35,120820740,27.89,28.36,27.51
12/23/19,27.95,199992200,27.45,28.13,27.33
12/20/19,27.04,221778039,27.35,27.53,26.68
12/19/19,26.94,271804514,26.49,27.12,26.43
12/18/19,26.21,212045744,25.38,26.35,25.37
12/17/19,25.27,127556561,25.27,25.7,25.06
12/16/19,25.43,273313963,24.17,25.57,24.17
12/13/19,23.89,98614166,24.07,24.35,23.64
12/12/19,23.98,116643107,23.66,24.18,23.55
12/11/19,23.51,103787378,23.46,23.81,23.41
12/10/19,23.26,132599199,22.66,23.38,22.62
12/9/19,22.64,135603187,22.44,22.96,22.34
12/6/19,22.39,114283998,22.33,22.59,22.32
12/5/19,22.02,56054612,22.19,22.29,21.82
12/4/19,22.2,83043783,22.52,22.52,22.19
12/3/19,22.41,99202090,22.17,22.53,22.15
12/2/19,22.32,91229744,21.96,22.43,21.91
11/29/19,22,36984417,22.07,22.08,21.83
11/27/19,22.09,83451843,22.07,22.26,21.9
11/26/19,21.93,119343525,22.35,22.37,21.81
11/25/19,22.42,185186457,22.95,22.97,22.3
11/22/19,22.2,253059473,22.68,22.73,22
11/21/19,23.66,91650149,23.63,24.06,23.6
11/20/19,23.48,101009424,24,24.08,23.3
11/19/19,23.97,116041112,23.45,24,23.19
11/18/19,23.33,66127542,23.53,23.54,23.07
11/15/19,23.48,72188409,23.38,23.52,23.22
11/14/19,23.29,97075496,23.07,23.59,22.86
11/13/19,23.07,127017881,23.67,23.76,23.01
11/12/19,23.33,110390690,23.13,23.36,22.94
11/11/19,23.01,149905260,22.93,23.28,22.8
11/8/19,22.48,91113269,22.3,22.5,22.17
11/7/19,22.37,217010141,21.94,22.77,21.87
11/6/19,21.77,119113920,21.2,21.78,20.97
11/5/19,21.15,104151203,21.31,21.57,21.07
11/4/19,21.16,131805534,20.99,21.46,20.62
11/1/19,20.89,95758887,21.09,21.1,20.65
10/31/19,20.99,76004302,20.87,21.27,20.87
10/30/19,21,144627078,20.87,21.25,20.66
10/29/19,21.08,190263955,21.33,21.62,20.98
10/28/19,21.85,283054208,21.84,22.72,21.51
10/25/19,21.88,450091125,19.85,22,19.74
10/24/19,19.98,447288226,19.89,20.33,19.28
10/23/19,16.98,168242616,16.97,17.08,16.76
10/22/19,17.04,69376390,16.95,17.22,16.72
10/21/19,16.9,76621477,17.22,17.3,16.68
10/18/19,17.13,86304947,17.38,17.52,17.01
10/17/19,17.46,71685609,17.5,17.65,17.34
10/16/19,17.32,100564495,17.16,17.47,17.13
10/15/19,17.19,97191791,17.18,17.33,16.94
10/14/19,17.13,153402823,16.53,17.24,16.48
10/11/19,16.53,127322321,16.48,16.74,16.45
10/10/19,16.32,94701208,16.35,16.62,16.11
10/9/19,16.3,104025443,16.09,16.49,16.04
10/8/19,16,130535005,15.72,16.26,15.63
10/7/19,15.85,121304294,15.32,15.9,15.24
10/4/19,15.43,120317640,15.44,15.65,15.2
10/3/19,15.54,227066286,15.46,15.63,14.95
10/2/19,16.21,93848173,16.22,16.31,15.96
10/1/19,16.31,92944304,16.1,16.4,15.94
9/30/19,16.06,89192370,16.2,16.27,15.74
9/27/19,16.14,166847617,16.15,16.58,15.92
9/26/19,16.17,181181759,15.38,16.22,15.16
9/25/19,15.25,141664219,14.97,15.27,14.56
9/24/19,14.88,194116553,16.1,16.13,14.84
9/23/19,16.08,65874417,16,16.35,15.95
9/20/19,16.04,97593911,16.43,16.46,15.88
9/19/19,16.44,73246988,16.4,16.53,16.32
9/18/19,16.23,63421513,16.33,16.54,16.16
9/17/19,16.32,59203605,16.16,16.37,16.02
9/16/19,16.19,70921405,16.4,16.5,16.08
9/13/19,16.35,79697135,16.46,16.56,16.32
9/12/19,16.39,128718086,16.51,16.9,16.29
9/11/19,16.47,150641625,15.83,16.54,15.73
9/10/19,15.7,73255673,15.39,15.7,15.26
9/9/19,15.45,72039999,15.33,15.58,15.28
9/6/19,15.16,62840549,15.15,15.31,15.01
9/5/19,15.31,111049774,14.83,15.32,14.72
9/4/19,14.71,86530397,15.13,15.23,14.61
9/3/19,15,80408150,14.94,15.26,14.88
8/30/19,15.04,139916555,15.28,15.5,14.95
8/29/19,14.78,77746521,14.6,14.89,14.53
8/28/19,14.37,48579351,14.25,14.48,14.15
8/27/19,14.27,81310864,14.38,14.59,14.14
8/26/19,14.33,75816172,14.24,14.33,14.1
8/23/19,14.09,128395496,14.66,14.74,14.07
8/22/19,14.81,98474411,14.85,15.03,14.55
8/21/19,14.72,116996102,14.8,14.88,14.51
8/20/19,15.06,62557874,15.17,15.27,14.97
8/19/19,15.12,79676180,14.95,15.19,14.78
8/16/19,14.66,78110601,14.44,14.82,14.4
8/15/19,14.38,123479218,14.72,14.77,14.1
8/14/19,14.64,143438793,15.41,15.43,14.45
8/13/19,15.67,73034933,15.25,15.73,15.17
8/12/19,15.27,69959020,15.53,15.72,15.25
8/9/19,15.67,58473631,15.74,15.93,15.59
8/8/19,15.89,79115195,15.63,15.99,15.51
8/7/19,15.56,71647464,15.1,15.57,15.05
8/6/19,15.38,83462958,15.46,15.5,15.05
8/5/19,15.22,105424132,15.31,15.42,15.05
8/2/19,15.62,92047169,15.42,15.75,15.28
8/1/19,15.59,123892678,16.18,16.3,15.45
7/31/19,16.11,137673051,16.2,16.45,15.78
7/30/19,16.15,121635149,15.53,16.22,15.48
7/29/19,15.72,139099895,15.14,15.73,15.07
7/26/19,15.2,150415425,15.13,15.35,14.82
7/25/19,15.25,336273582,15.57,15.63,15.04
7/24/19,17.66,166092517,17.28,17.74,17.21
7/23/19,17.34,75346777,17.11,17.37,16.97
7/22/19,17.05,102694044,17.25,17.48,16.95
7/19/19,17.21,105726097,17.05,17.33,16.97
7/18/19,16.9,71467209,17,17.05,16.79
7/17/19,16.99,146470832,17.04,17.22,16.89
7/16/19,16.83,122234774,16.62,16.9,16.53
7/15/19,16.9,165001267,16.53,16.96,16.32
7/12/19,16.34,138007746,15.98,16.36,15.98
7/11/19,15.91,112716394,15.88,16.1,15.72
7/10/19,15.93,137185971,15.61,15.93,15.54
7/9/19,15.34,92862479,15.26,15.4,15.15
7/8/19,15.36,88208086,15.42,15.48,15.24
7/5/19,15.54,105986017,15.64,15.7,15.39
7/3/19,15.66,213017143,15.96,16.1,15.63
7/2/19,14.97,138885336,15.26,15.28,14.81
7/1/19,15.14,123569398,15.35,15.54,15.09
6/28/19,14.9,102770709,14.73,15.01,14.72
6/27/19,14.86,95095602,14.63,14.86,14.49
6/26/19,14.62,127608056,14.69,15.15,14.54
6/25/19,14.65,92731019,14.96,15.02,14.63
6/24/19,14.91,86261522,14.88,15.06,14.73
6/21/19,14.79,123031108,14.41,14.81,14.37
6/20/19,14.64,177951811,14.87,15.13,14.42
6/19/19,15.1,98626976,15.01,15.18,14.74
6/18/19,14.98,190736755,15.25,15.65,14.84
6/17/19,15,184751908,14.37,15.13,14.28
6/14/19,14.33,111500974,14.08,14.44,14.03
6/13/19,14.26,122523839,14.03,14.33,13.83
6/12/19,13.95,227962986,14.86,14.89,13.93
6/11/19,14.47,174803013,14.61,14.73,14.23
6/10/19,14.19,158775521,14.02,14.46,13.93
6/7/19,13.63,240052830,13.67,14.06,13.57
6/6/19,13.73,303632098,13.63,14.07,13.45
6/5/19,13.11,202661299,13.25,13.42,12.79
6/4/19,12.91,207112696,12.07,12.93,11.97
6/3/19,11.93,195966052,12.37,12.45,11.8
5/31/19,12.34,156100872,12.34,12.66,12.27
5/30/19,12.55,118897066,12.58,12.82,12.47
5/29/19,12.66,179529510,12.47,12.83,12.34
5/28/19,12.58,154693423,12.75,13,12.52
5/24/19,12.71,212048444,13.32,13.33,12.58
5/23/19,13.03,398206901,12.96,13.3,12.41
5/22/19,12.85,280277710,13.27,13.6,12.79
5/21/19,13.67,270058365,13.18,13.83,13.07
5/20/19,13.69,307892846,13.52,13.73,13.02
5/17/19,14.07,266799917,14.8,14.82,13.93
5/16/19,15.22,112249039,15.3,15.4,15.1
5/15/19,15.46,109439585,15.29,15.5,15.02
5/14/19,15.49,108786126,15.29,15.63,15.2
5/13/19,15.13,162521919,15.47,15.5,14.97
5/10/19,15.97,105124987,15.98,16.13,15.73
5/9/19,16.13,100670680,16.13,16.25,15.8
5/8/19,16.32,92646554,16.46,16.71,16.28
5/7/19,16.47,151971074,17.12,17.15,16.34
5/6/19,17.02,162509019,16.67,17.22,16.57
5/3/19,17,355601372,16.26,17.11,16.23
5/2/19,16.27,272389964,16.37,16.48,15.85
5/1/19,15.6,160565170,15.92,16,15.43
4/30/19,15.91,141704404,16.14,16.28,15.8
4/29/19,16.1,250299175,15.72,16.27,15.48
4/26/19,15.68,332267234,16.43,16.45,15.41
4/25/19,16.51,327350536,17,17.27,16.4
4/24/19,17.24,144855843,17.59,17.69,17.2
4/23/19,17.59,163640168,17.34,17.71,17.05
4/22/19,17.52,181525259,17.93,17.98,17.5
4/18/19,18.22,87922126,18.08,18.32,17.98
4/17/19,18.08,76770127,18.32,18.32,17.9
4/16/19,18.22,108997506,17.72,18.33,17.65
4/15/19,17.76,150487275,17.91,17.93,17.24
4/12/19,17.85,101030739,18.01,18.13,17.79
4/11/19,17.89,146719337,17.89,18.03,17.71
4/10/19,18.4,105675457,18.45,18.56,18.19
4/9/19,18.15,88398661,18.11,18.33,17.97
4/8/19,18.21,155468922,18.51,18.74,18.03
4/5/19,18.33,195341002,17.99,18.41,17.74
4/4/19,17.85,355202372,17.46,18.08,17.37
4/3/19,19.45,118749691,19.15,19.74,19.14
4/2/19,19.06,81407719,19.22,19.3,18.93
4/1/19,19.28,121396949,18.84,19.28,18.75
3/29/19,18.66,89705280,18.58,18.68,18.3
3/28/19,18.57,101473764,18.48,18.69,18.34
3/27/19,18.32,131285694,17.92,18.36,17.88
3/26/19,17.85,110127965,17.63,18.02,17.63
3/25/19,17.36,153076123,17.31,17.55,16.96
3/22/19,17.64,130829185,18.17,18.19,17.6
3/21/19,18.27,88963831,18.17,18.43,17.9
